artists,available_markets,disc_number,duration_ms,explicit,href,id,is_local,name,popularity,preview_url,track_number,type,uri,album.album_type,album.artists,album.available_markets,album.href,album.id,album.images,album.name,album.release_date,album.release_date_precision,album.total_tracks,album.type,album.uri,album.external_urls.spotify,external_ids.isrc,external_urls.spotify
,,2,176120,FALSE,https://api.spotify.com/v1/tracks/0xo1Q9Lgpm6TNhBegseVBm,0xo1Q9Lgpm6TNhBegseVBm,FALSE,Take These Chains From My Heart,0,NA,5,track,spotify:track:0xo1Q9Lgpm6TNhBegseVBm,album,,,https://api.spotify.com/v1/albums/0MzKyEjedIr2rIpl5Q2NCI,0MzKyEjedIr2rIpl5Q2NCI,,Singular Genius: The Complete ABC Singles,2011-11-15,day,106,album,spotify:album:0MzKyEjedIr2rIpl5Q2NCI,https://open.spotify.com/album/0MzKyEjedIr2rIpl5Q2NCI,USC4R1100351,https://open.spotify.com/track/0xo1Q9Lgpm6TNhBegseVBm
,,1,132666,FALSE,https://api.spotify.com/v1/tracks/36cFHXj4VzAkYR2APscofi,36cFHXj4VzAkYR2APscofi,FALSE,Do The Bird,12,NA,6,track,spotify:track:36cFHXj4VzAkYR2APscofi,compilation,,,https://api.spotify.com/v1/albums/319S820SmHsr88JCQDCEYv,319S820SmHsr88JCQDCEYv,,The Best Of Dee Dee Sharp 1962-1966,2005-10-18,day,24,album,spotify:album:319S820SmHsr88JCQDCEYv,https://open.spotify.com/album/319S820SmHsr88JCQDCEYv,USA176340310,https://open.spotify.com/track/36cFHXj4VzAkYR2APscofi
,,1,169200,FALSE,https://api.spotify.com/v1/tracks/7LYbbyBMdwofFgr00YaphD,7LYbbyBMdwofFgr00YaphD,FALSE,Little Town Flirt,0,NA,12,track,spotify:track:7LYbbyBMdwofFgr00YaphD,compilation,,,https://api.spotify.com/v1/albums/7Mcytraq6pp5Acmjh9U9E5,7Mcytraq6pp5Acmjh9U9E5,,Little Town Flirt,2006-05-30,day,15,album,spotify:album:7Mcytraq6pp5Acmjh9U9E5,https://open.spotify.com/album/7Mcytraq6pp5Acmjh9U9E5,USPBR0502265,https://open.spotify.com/track/7LYbbyBMdwofFgr00YaphD
,,1,178786,FALSE,https://api.spotify.com/v1/tracks/1hzJNnXtVKQ6BVyfDFSk1R,1hzJNnXtVKQ6BVyfDFSk1R,FALSE,"Oh, Pretty Woman",47,https://p.scdn.co/mp3-preview/5b3329f44a17aac39af28256b54d5f71a9fafc6d?cid=d450383041644584b024ce9752894d1c,1,track,spotify:track:1hzJNnXtVKQ6BVyfDFSk1R,compilation,,,https://api.spotify.com/v1/albums/5wE973IcRveDESH52qmKLD,5wE973IcRveDESH52qmKLD,,On Your 60's Radio,2002-02-21,day,20,album,spotify:album:5wE973IcRveDESH52qmKLD,https://open.spotify.com/album/5wE973IcRveDESH52qmKLD,USSM16401425,https://open.spotify.com/track/1hzJNnXtVKQ6BVyfDFSk1R
,,1,172186,FALSE,https://api.spotify.com/v1/tracks/7rUPIW0pQoshbOtysdlWX2,7rUPIW0pQoshbOtysdlWX2,FALSE,My Guy,57,https://p.scdn.co/mp3-preview/7e21ae3a9d37ffc5bd3537b4e768765a30fdf299?cid=d450383041644584b024ce9752894d1c,2,track,spotify:track:7rUPIW0pQoshbOtysdlWX2,compilation,,,https://api.spotify.com/v1/albums/0P2UzaCywB5aWhIplMUryK,0P2UzaCywB5aWhIplMUryK,,An American Love Story,1999-08-10,day,14,album,spotify:album:0P2UzaCywB5aWhIplMUryK,https://open.spotify.com/album/0P2UzaCywB5aWhIplMUryK,USMO16400486,https://open.spotify.com/track/7rUPIW0pQoshbOtysdlWX2
,,4,177000,FALSE,https://api.spotify.com/v1/tracks/2I772eKHV9e9JCizPumDJP,2I772eKHV9e9JCizPumDJP,FALSE,We'll Sing In The Sunshine,12,https://p.scdn.co/mp3-preview/c7e144b5bd66722eaf64f286fa901a4dabf033bc?cid=d450383041644584b024ce9752894d1c,14,track,spotify:track:2I772eKHV9e9JCizPumDJP,compilation,,,https://api.spotify.com/v1/albums/3JTmiGp6xdTVmROfjdOjCY,3JTmiGp6xdTVmROfjdOjCY,,Pure... Summer,2011-06-03,day,68,album,spotify:album:3JTmiGp6xdTVmROfjdOjCY,https://open.spotify.com/album/3JTmiGp6xdTVmROfjdOjCY,USRC16305653,https://open.spotify.com/track/2I772eKHV9e9JCizPumDJP
,,1,220240,FALSE,https://api.spotify.com/v1/tracks/0CWQRTklf5ZkWNEcKjwfnI,0CWQRTklf5ZkWNEcKjwfnI,FALSE,People,27,https://p.scdn.co/mp3-preview/e0bf567e2cf867e91e36fa065d1b589103384618?cid=d450383041644584b024ce9752894d1c,15,track,spotify:track:0CWQRTklf5ZkWNEcKjwfnI,compilation,,,https://api.spotify.com/v1/albums/0wvoX1LAJzlXkjsPvTCVnz,0wvoX1LAJzlXkjsPvTCVnz,,The Ultimate Collection,2010-03-29,day,18,album,spotify:album:0wvoX1LAJzlXkjsPvTCVnz,https://open.spotify.com/album/0wvoX1LAJzlXkjsPvTCVnz,USSM16301274,https://open.spotify.com/track/0CWQRTklf5ZkWNEcKjwfnI
,,1,117093,FALSE,https://api.spotify.com/v1/tracks/5D7LSWNIcakWskvd1CfVEO,5D7LSWNIcakWskvd1CfVEO,FALSE,Java,0,NA,4,track,spotify:track:5D7LSWNIcakWskvd1CfVEO,compilation,,,https://api.spotify.com/v1/albums/2hUOtTgM74C2A9pC5Cbctw,2hUOtTgM74C2A9pC5Cbctw,,Treme - The Sound Of New Orleans,2010-07-09,day,20,album,spotify:album:2hUOtTgM74C2A9pC5Cbctw,https://open.spotify.com/album/2hUOtTgM74C2A9pC5Cbctw,US4R30608757,https://open.spotify.com/track/5D7LSWNIcakWskvd1CfVEO
,,1,161960,FALSE,https://api.spotify.com/v1/tracks/65jrjEhWfAvysKfnojk1i0,65jrjEhWfAvysKfnojk1i0,FALSE,Under the Boardwalk,72,https://p.scdn.co/mp3-preview/e1ce4a1fc8fe706ae8a838bff39faa178d73bf03?cid=d450383041644584b024ce9752894d1c,2,track,spotify:track:65jrjEhWfAvysKfnojk1i0,album,,,https://api.spotify.com/v1/albums/7AgI5vniflcbh86Znea7yM,7AgI5vniflcbh86Znea7yM,,Under the Boardwalk,1964-06-01,day,13,album,spotify:album:7AgI5vniflcbh86Znea7yM,https://open.spotify.com/album/7AgI5vniflcbh86Znea7yM,USAT20001017,https://open.spotify.com/track/65jrjEhWfAvysKfnojk1i0
,,1,167773,FALSE,https://api.spotify.com/v1/tracks/0SMRck5oZi9hc16L6FuRF6,0SMRck5oZi9hc16L6FuRF6,FALSE,Chapel Of Love,54,https://p.scdn.co/mp3-preview/ce475a63beaa5c6726cea1b9e627b433ee6a8607?cid=d450383041644584b024ce9752894d1c,3,track,spotify:track:0SMRck5oZi9hc16L6FuRF6,compilation,,,https://api.spotify.com/v1/albums/3tpJtzZm4Urb0n2ITN5mwF,3tpJtzZm4Urb0n2ITN5mwF,,Full Metal Jacket (Original Motion Picture Soundtrack),1987-08-04,day,15,album,spotify:album:3tpJtzZm4Urb0n2ITN5mwF,https://open.spotify.com/album/3tpJtzZm4Urb0n2ITN5mwF,USWB10102869,https://open.spotify.com/track/0SMRck5oZi9hc16L6FuRF6
,,1,155306,FALSE,https://api.spotify.com/v1/tracks/5D7WpzABVxfriFgwMEPOsz,5D7WpzABVxfriFgwMEPOsz,FALSE,Suspicion,15,https://p.scdn.co/mp3-preview/04aaf74a063a9a5fc2210ca3592720b357ec75f8?cid=d450383041644584b024ce9752894d1c,1,track,spotify:track:5D7WpzABVxfriFgwMEPOsz,album,,,https://api.spotify.com/v1/albums/74fd7LCOGdqrFt2PVZT3fX,74fd7LCOGdqrFt2PVZT3fX,,Suspicion,1994,year,12,album,spotify:album:74fd7LCOGdqrFt2PVZT3fX,https://open.spotify.com/album/74fd7LCOGdqrFt2PVZT3fX,NLG620403605,https://open.spotify.com/track/5D7WpzABVxfriFgwMEPOsz
,,1,166373,FALSE,https://api.spotify.com/v1/tracks/2xvDWGaZDw4Cnp5N3vrCZe,2xvDWGaZDw4Cnp5N3vrCZe,FALSE,Glad All Over,32,https://p.scdn.co/mp3-preview/a2177d0e8270e72aa122c0886c4406d1bb8af009?cid=d450383041644584b024ce9752894d1c,1,track,spotify:track:2xvDWGaZDw4Cnp5N3vrCZe,single,,,https://api.spotify.com/v1/albums/7egvCWpMDgnFtsYQmudhaK,7egvCWpMDgnFtsYQmudhaK,,Glad All Over,2014-03-06,day,1,album,spotify:album:7egvCWpMDgnFtsYQmudhaK,https://open.spotify.com/album/7egvCWpMDgnFtsYQmudhaK,QMDA71491594,https://open.spotify.com/track/2xvDWGaZDw4Cnp5N3vrCZe
,,1,122720,FALSE,https://api.spotify.com/v1/tracks/6KaERA7HT9EVZbbWchoIdI,6KaERA7HT9EVZbbWchoIdI,FALSE,Bread And Butter,0,NA,1,track,spotify:track:6KaERA7HT9EVZbbWchoIdI,album,,,https://api.spotify.com/v1/albums/1Ti7vtH0fDhiZcvud0nNiq,1Ti7vtH0fDhiZcvud0nNiq,,Bread And Butter And More,2008-11-17,day,23,album,spotify:album:1Ti7vtH0fDhiZcvud0nNiq,https://open.spotify.com/album/1Ti7vtH0fDhiZcvud0nNiq,USJGN0801465,https://open.spotify.com/track/6KaERA7HT9EVZbbWchoIdI
,,1,152853,FALSE,https://api.spotify.com/v1/tracks/1ychSzs1ZORGX322DAVOgg,1ychSzs1ZORGX322DAVOgg,FALSE,It Hurts To Be In Love,0,NA,10,track,spotify:track:1ychSzs1ZORGX322DAVOgg,compilation,,,https://api.spotify.com/v1/albums/3tR55UYuSB0Fkj2KHuuLQ8,3tR55UYuSB0Fkj2KHuuLQ8,,The Greatest Hits,2010-01-01,day,31,album,spotify:album:3tR55UYuSB0Fkj2KHuuLQ8,https://open.spotify.com/album/3tR55UYuSB0Fkj2KHuuLQ8,GBGQH0403349,https://open.spotify.com/track/1ychSzs1ZORGX322DAVOgg
,,1,163600,FALSE,https://api.spotify.com/v1/tracks/1NgNvFswK7R7Xi20fJSA4d,1NgNvFswK7R7Xi20fJSA4d,FALSE,Don't Let The Rain Come Down (Crooked Little Man),17,https://p.scdn.co/mp3-preview/6c72f45cda433853a973123e04fefffe187ec5b9?cid=d450383041644584b024ce9752894d1c,1,track,spotify:track:1NgNvFswK7R7Xi20fJSA4d,single,,,https://api.spotify.com/v1/albums/4v6W38Fuc54ctVTZf1jKgg,4v6W38Fuc54ctVTZf1jKgg,,The Serendipity Singers - Their Very Best,2008-06-12,day,5,album,spotify:album:4v6W38Fuc54ctVTZf1jKgg,https://open.spotify.com/album/4v6W38Fuc54ctVTZf1jKgg,USDEI7701369,https://open.spotify.com/track/1NgNvFswK7R7Xi20fJSA4d
,,1,173906,FALSE,https://api.spotify.com/v1/tracks/4pPRE5ElPXQFy8z3tboxn4,4pPRE5ElPXQFy8z3tboxn4,FALSE,Wishin' And Hopin',32,NA,3,track,spotify:track:4pPRE5ElPXQFy8z3tboxn4,compilation,,,https://api.spotify.com/v1/albums/7JYg1zawhhgCxwGkB7DkgK,7JYg1zawhhgCxwGkB7DkgK,,The Magic of Dusty Springfield,2011-01-01,day,92,album,spotify:album:7JYg1zawhhgCxwGkB7DkgK,https://open.spotify.com/album/7JYg1zawhhgCxwGkB7DkgK,GBF086400349,https://open.spotify.com/track/4pPRE5ElPXQFy8z3tboxn4
,,1,152080,FALSE,https://api.spotify.com/v1/tracks/5ILumokzwPbOjc78BovKEZ,5ILumokzwPbOjc78BovKEZ,FALSE,You Don't Own Me - Rerecorded,37,https://p.scdn.co/mp3-preview/7e05a23319ccf02d82d0e9716f3ccdc13ed0af1f?cid=d450383041644584b024ce9752894d1c,6,track,spotify:track:5ILumokzwPbOjc78BovKEZ,single,,,https://api.spotify.com/v1/albums/7s1CsymS8lImRWJ1ua6zxi,7s1CsymS8lImRWJ1ua6zxi,,Her Very Best (Rerecorded Version),1978,year,6,album,spotify:album:7s1CsymS8lImRWJ1ua6zxi,https://open.spotify.com/album/7s1CsymS8lImRWJ1ua6zxi,USDEI7804250,https://open.spotify.com/track/5ILumokzwPbOjc78BovKEZ
,,1,174680,FALSE,https://api.spotify.com/v1/tracks/6y6KOwYsmPXhiOTayBpoBz,6y6KOwYsmPXhiOTayBpoBz,FALSE,Walk on By,45,https://p.scdn.co/mp3-preview/6b93857038c749f4270492eb3ff06844b8b3eeeb?cid=d450383041644584b024ce9752894d1c,4,track,spotify:track:6y6KOwYsmPXhiOTayBpoBz,compilation,,,https://api.spotify.com/v1/albums/6jt0AE3c2ZC5e9TJA2Duo2,6jt0AE3c2ZC5e9TJA2Duo2,,The Dionne Warwick Collection: Her All-Time Greatest Hits,1989,year,24,album,spotify:album:6jt0AE3c2ZC5e9TJA2Duo2,https://open.spotify.com/album/6jt0AE3c2ZC5e9TJA2Duo2,USWSP0000173,https://open.spotify.com/track/6y6KOwYsmPXhiOTayBpoBz
,,1,158093,FALSE,https://api.spotify.com/v1/tracks/6xS9VDmREYFio4BNGFImjc,6xS9VDmREYFio4BNGFImjc,FALSE,Walk On By,0,NA,1,track,spotify:track:6xS9VDmREYFio4BNGFImjc,compilation,,,https://api.spotify.com/v1/albums/0nH0Tp72AQ4MvxseH8jEYx,0nH0Tp72AQ4MvxseH8jEYx,,Walk On By,2007-02-06,day,10,album,spotify:album:0nH0Tp72AQ4MvxseH8jEYx,https://open.spotify.com/album/0nH0Tp72AQ4MvxseH8jEYx,USA560613479,https://open.spotify.com/track/6xS9VDmREYFio4BNGFImjc
,,1,269906,FALSE,https://api.spotify.com/v1/tracks/3XC7Jd6SfrQYKZJ6inyRHK,3XC7Jd6SfrQYKZJ6inyRHK,FALSE,House of the Rising Sun,68,https://p.scdn.co/mp3-preview/3f5ed575e67b66ef0c40ac1c52b3c11e022d8499?cid=d450383041644584b024ce9752894d1c,1,track,spotify:track:3XC7Jd6SfrQYKZJ6inyRHK,compilation,,,https://api.spotify.com/v1/albums/0Vhk3dVT59LnhwSHFXLIXA,0Vhk3dVT59LnhwSHFXLIXA,,Most of the Animals,1992-02-24,day,16,album,spotify:album:0Vhk3dVT59LnhwSHFXLIXA,https://open.spotify.com/album/0Vhk3dVT59LnhwSHFXLIXA,GBAYE6400209,https://open.spotify.com/track/3XC7Jd6SfrQYKZJ6inyRHK
,,1,156333,FALSE,https://api.spotify.com/v1/tracks/79hDh0vDaASOMrJvGFPDj8,79hDh0vDaASOMrJvGFPDj8,FALSE,Memphis,0,NA,10,track,spotify:track:79hDh0vDaASOMrJvGFPDj8,compilation,,,https://api.spotify.com/v1/albums/5W6Akjv8b9J83JxZ2zEDHA,5W6Akjv8b9J83JxZ2zEDHA,,Hot Dog,2011-06-14,day,12,album,spotify:album:5W6Akjv8b9J83JxZ2zEDHA,https://open.spotify.com/album/5W6Akjv8b9J83JxZ2zEDHA,ITA891100249,https://open.spotify.com/track/79hDh0vDaASOMrJvGFPDj8
,,1,119960,FALSE,https://api.spotify.com/v1/tracks/5LV5LgYnApxTF0BoZ3cDye,5LV5LgYnApxTF0BoZ3cDye,FALSE,Hey Little Cobra,38,https://p.scdn.co/mp3-preview/8fa614abd2814a8af1dd4f9301eee29829c5677f?cid=d450383041644584b024ce9752894d1c,1,track,spotify:track:5LV5LgYnApxTF0BoZ3cDye,album,,,https://api.spotify.com/v1/albums/6dX6XYdI0sikCIkW2IFe7j,6dX6XYdI0sikCIkW2IFe7j,,Hey Little Cobra,1962,year,15,album,spotify:album:6dX6XYdI0sikCIkW2IFe7j,https://open.spotify.com/album/6dX6XYdI0sikCIkW2IFe7j,USSM10702252,https://open.spotify.com/track/5LV5LgYnApxTF0BoZ3cDye
,,3,132013,FALSE,https://api.spotify.com/v1/tracks/5FXySdTGgbv98q951Sxxz8,5FXySdTGgbv98q951Sxxz8,FALSE,The Shoop Shoop Song (It's in His Kiss),0,NA,19,track,spotify:track:5FXySdTGgbv98q951Sxxz8,compilation,,,https://api.spotify.com/v1/albums/5fTdZVRw6PK2LBmRKLrv0W,5fTdZVRw6PK2LBmRKLrv0W,,Super Hits of the '60s,2008-07-01,day,75,album,spotify:album:5fTdZVRw6PK2LBmRKLrv0W,https://open.spotify.com/album/5fTdZVRw6PK2LBmRKLrv0W,USA560818212,https://open.spotify.com/track/5FXySdTGgbv98q951Sxxz8
,,1,117081,FALSE,https://api.spotify.com/v1/tracks/5XJIXILS0o0bm0EedGrTKi,5XJIXILS0o0bm0EedGrTKi,FALSE,Bits And Pieces,16,https://p.scdn.co/mp3-preview/7b9065909ab80d74b01b7c80dbe6bd9bda708d60?cid=d450383041644584b024ce9752894d1c,1,track,spotify:track:5XJIXILS0o0bm0EedGrTKi,album,,,https://api.spotify.com/v1/albums/35gBAcbwplKrsg7BPyKsNt,35gBAcbwplKrsg7BPyKsNt,,Glad All Over,2016-01-29,day,11,album,spotify:album:35gBAcbwplKrsg7BPyKsNt,https://open.spotify.com/album/35gBAcbwplKrsg7BPyKsNt,DEPZ69436475,https://open.spotify.com/track/5XJIXILS0o0bm0EedGrTKi
,,1,120373,FALSE,https://api.spotify.com/v1/tracks/3JR2czfHgJhHKmgVwYjxV0,3JR2czfHgJhHKmgVwYjxV0,FALSE,My Boy Lollipop,0,NA,13,track,spotify:track:3JR2czfHgJhHKmgVwYjxV0,compilation,,,https://api.spotify.com/v1/albums/7vKH1bW5FqdL3NsrDajhAV,7vKH1bW5FqdL3NsrDajhAV,,Birth Of Ska,2011-03-01,day,20,album,spotify:album:7vKH1bW5FqdL3NsrDajhAV,https://open.spotify.com/album/7vKH1bW5FqdL3NsrDajhAV,USA371231246,https://open.spotify.com/track/3JR2czfHgJhHKmgVwYjxV0
,,1,139440,FALSE,https://api.spotify.com/v1/tracks/39FS8GMCTRPAgHOyaNnUSl,39FS8GMCTRPAgHOyaNnUSl,FALSE,"Um, Um, Um, Um, Um, Um",32,https://p.scdn.co/mp3-preview/3cdeef792b3f2d249049de02243da6ec06fda175?cid=d450383041644584b024ce9752894d1c,4,track,spotify:track:39FS8GMCTRPAgHOyaNnUSl,compilation,,,https://api.spotify.com/v1/albums/0fUT5dIJZ6LHw0QjtDHdmV,0fUT5dIJZ6LHw0QjtDHdmV,,The Very Best Of Major Lance,2000-09-05,day,16,album,spotify:album:0fUT5dIJZ6LHw0QjtDHdmV,https://open.spotify.com/album/0fUT5dIJZ6LHw0QjtDHdmV,USSM19925995,https://open.spotify.com/track/39FS8GMCTRPAgHOyaNnUSl
,,1,154697,FALSE,https://api.spotify.com/v1/tracks/7xmqWjtH9QWIUArpyO1GzQ,7xmqWjtH9QWIUArpyO1GzQ,FALSE,A Summer Song,0,NA,5,track,spotify:track:7xmqWjtH9QWIUArpyO1GzQ,compilation,,,https://api.spotify.com/v1/albums/0Mxlskn2Hx1ZbO6PtkR27I,0Mxlskn2Hx1ZbO6PtkR27I,,Sounds Of The City - London,2009-11-27,day,18,album,spotify:album:0Mxlskn2Hx1ZbO6PtkR27I,https://open.spotify.com/album/0Mxlskn2Hx1ZbO6PtkR27I,GBSUW0702259,https://open.spotify.com/track/7xmqWjtH9QWIUArpyO1GzQ
,,1,187826,FALSE,https://api.spotify.com/v1/tracks/61fuHOHVel8wzt61avJqrP,61fuHOHVel8wzt61avJqrP,FALSE,C'mon And Swim,0,NA,12,track,spotify:track:61fuHOHVel8wzt61avJqrP,compilation,,,https://api.spotify.com/v1/albums/1mWclU0FUcHVvllmPXco5u,1mWclU0FUcHVvllmPXco5u,,Do You Wanna Dance - Greatest Hits,2010-11-09,day,12,album,spotify:album:1mWclU0FUcHVvllmPXco5u,https://open.spotify.com/album/1mWclU0FUcHVvllmPXco5u,USX7N1023944,https://open.spotify.com/track/61fuHOHVel8wzt61avJqrP
,,1,148960,FALSE,https://api.spotify.com/v1/tracks/43PxQVKVw9cuxSKum9WShb,43PxQVKVw9cuxSKum9WShb,FALSE,Navy Blue,8,https://p.scdn.co/mp3-preview/67f9c3020c19a30e823f24bdcd4f327fadc48e18?cid=d450383041644584b024ce9752894d1c,1,track,spotify:track:43PxQVKVw9cuxSKum9WShb,compilation,,,https://api.spotify.com/v1/albums/58lCE5upwcrxqaeQSxiEtZ,58lCE5upwcrxqaeQSxiEtZ,,The Very Best Of,2011-01-01,day,21,album,spotify:album:58lCE5upwcrxqaeQSxiEtZ,https://open.spotify.com/album/58lCE5upwcrxqaeQSxiEtZ,USA371188370,https://open.spotify.com/track/43PxQVKVw9cuxSKum9WShb
,,4,148693,FALSE,https://api.spotify.com/v1/tracks/3s0uqbNYr36JVtLwM3l7Xc,3s0uqbNYr36JVtLwM3l7Xc,FALSE,Diane,11,https://p.scdn.co/mp3-preview/d6433cd2d77cf68a02cf338febbb9705aeeb6dcf?cid=d450383041644584b024ce9752894d1c,18,track,spotify:track:3s0uqbNYr36JVtLwM3l7Xc,compilation,,,https://api.spotify.com/v1/albums/2g6zIUb6GvP0k5KtLpWOEQ,2g6zIUb6GvP0k5KtLpWOEQ,,The Wonderful World of the 60's - 100 Hit Songs,2008-05-29,day,100,album,spotify:album:2g6zIUb6GvP0k5KtLpWOEQ,https://open.spotify.com/album/2g6zIUb6GvP0k5KtLpWOEQ,USDEI6404739,https://open.spotify.com/track/3s0uqbNYr36JVtLwM3l7Xc
,,1,129293,FALSE,https://api.spotify.com/v1/tracks/7xAJpAeopaV6rilu3iiwME,7xAJpAeopaV6rilu3iiwME,FALSE,Out of Limits,50,https://p.scdn.co/mp3-preview/f84e96e3c7ce9c8c76ecfe705446e6c4857bf6c1?cid=d450383041644584b024ce9752894d1c,1,track,spotify:track:7xAJpAeopaV6rilu3iiwME,album,,,https://api.spotify.com/v1/albums/36SLEYpVr7zHe3oDCC6hcI,36SLEYpVr7zHe3oDCC6hcI,,Out Of Limits!,1964,year,12,album,spotify:album:36SLEYpVr7zHe3oDCC6hcI,https://open.spotify.com/album/36SLEYpVr7zHe3oDCC6hcI,USWB10104561,https://open.spotify.com/track/7xAJpAeopaV6rilu3iiwME
,,1,127760,FALSE,https://api.spotify.com/v1/tracks/4udawG0lwzjUBZJh2q6wiY,4udawG0lwzjUBZJh2q6wiY,FALSE,Little Honda,0,NA,12,track,spotify:track:4udawG0lwzjUBZJh2q6wiY,compilation,,,https://api.spotify.com/v1/albums/07PfsyYqau5UYNMEmZzemV,07PfsyYqau5UYNMEmZzemV,,Hits On 60's Vol. 1,2010-03-20,day,21,album,spotify:album:07PfsyYqau5UYNMEmZzemV,https://open.spotify.com/album/07PfsyYqau5UYNMEmZzemV,ES5531005271,https://open.spotify.com/track/4udawG0lwzjUBZJh2q6wiY
,,1,133173,FALSE,https://api.spotify.com/v1/tracks/5JnWzx2FwKtc6r4ZmuSBja,5JnWzx2FwKtc6r4ZmuSBja,FALSE,(Just Like) Romeo and Juliet,0,NA,9,track,spotify:track:5JnWzx2FwKtc6r4ZmuSBja,compilation,,,https://api.spotify.com/v1/albums/2OQ7TkNE4mqVx9awv9bM2e,2OQ7TkNE4mqVx9awv9bM2e,,The 60s - Vol 1,2013-03-31,day,12,album,spotify:album:2OQ7TkNE4mqVx9awv9bM2e,https://open.spotify.com/album/2OQ7TkNE4mqVx9awv9bM2e,US6R21367153,https://open.spotify.com/track/5JnWzx2FwKtc6r4ZmuSBja
,,1,164266,FALSE,https://api.spotify.com/v1/tracks/04AHN5VgxJGDxElGvPAnIA,04AHN5VgxJGDxElGvPAnIA,FALSE,Today,23,https://p.scdn.co/mp3-preview/90951cd439d6fd03337d49bbb46c3c45d39f7203?cid=d450383041644584b024ce9752894d1c,2,track,spotify:track:04AHN5VgxJGDxElGvPAnIA,compilation,,,https://api.spotify.com/v1/albums/2glJNGhVAhZx6CbG7vGs27,2glJNGhVAhZx6CbG7vGs27,,The New Christy Minstrels' Greatest Hits,1965,year,11,album,spotify:album:2glJNGhVAhZx6CbG7vGs27,https://open.spotify.com/album/2glJNGhVAhZx6CbG7vGs27,USSM19914133,https://open.spotify.com/track/04AHN5VgxJGDxElGvPAnIA
,,1,139852,FALSE,https://api.spotify.com/v1/tracks/4zCMLwudUnVpMYmeqSUT9A,4zCMLwudUnVpMYmeqSUT9A,FALSE,Can't You See That She's Mine,8,https://p.scdn.co/mp3-preview/29fa88d4499358250da44de401fc408ecf9de2bc?cid=d450383041644584b024ce9752894d1c,9,track,spotify:track:4zCMLwudUnVpMYmeqSUT9A,album,,,https://api.spotify.com/v1/albums/3iAGvKAe4o37KwCEHa02rz,3iAGvKAe4o37KwCEHa02rz,,The Dave Clark Five Return!,2016-01-29,day,10,album,spotify:album:3iAGvKAe4o37KwCEHa02rz,https://open.spotify.com/album/3iAGvKAe4o37KwCEHa02rz,DEPZ69336474,https://open.spotify.com/track/4zCMLwudUnVpMYmeqSUT9A
,,1,171973,FALSE,https://api.spotify.com/v1/tracks/3Vropzr1tjjl5gy1McuEVI,3Vropzr1tjjl5gy1McuEVI,FALSE,Leader Of The Pack,0,NA,3,track,spotify:track:3Vropzr1tjjl5gy1McuEVI,compilation,,,https://api.spotify.com/v1/albums/7MogDoaQJsc4VlCkEcSEzc,7MogDoaQJsc4VlCkEcSEzc,,60s Girl Groups - The Shangri-Las & The Crystals,2008-01-01,day,27,album,spotify:album:7MogDoaQJsc4VlCkEcSEzc,https://open.spotify.com/album/7MogDoaQJsc4VlCkEcSEzc,USA560787855,https://open.spotify.com/track/3Vropzr1tjjl5gy1McuEVI
,,1,159933,FALSE,https://api.spotify.com/v1/tracks/6deAeyscstJiP77jrz25JY,6deAeyscstJiP77jrz25JY,FALSE,The Way You Do The Things You Do,0,NA,12,track,spotify:track:6deAeyscstJiP77jrz25JY,compilation,,,https://api.spotify.com/v1/albums/0qXVkSPYAJR3Afdu8he6GC,0qXVkSPYAJR3Afdu8he6GC,,My Girl,1997-01-01,day,20,album,spotify:album:0qXVkSPYAJR3Afdu8he6GC,https://open.spotify.com/album/0qXVkSPYAJR3Afdu8he6GC,USMO16400258,https://open.spotify.com/track/6deAeyscstJiP77jrz25JY
,,1,184226,FALSE,https://api.spotify.com/v1/tracks/2BQZvZsA9SRafvWEBSQnri,2BQZvZsA9SRafvWEBSQnri,FALSE,Anyone Who Had a Heart,50,https://p.scdn.co/mp3-preview/36a22c2704b311b3800702f01da1229a7fe65f92?cid=d450383041644584b024ce9752894d1c,1,track,spotify:track:2BQZvZsA9SRafvWEBSQnri,album,,,https://api.spotify.com/v1/albums/6wdZ2YwGsOGmhlrmlglpsc,6wdZ2YwGsOGmhlrmlglpsc,,Anyone Who Had a Heart,1964,year,12,album,spotify:album:6wdZ2YwGsOGmhlrmlglpsc,https://open.spotify.com/album/6wdZ2YwGsOGmhlrmlglpsc,USWSP0000010,https://open.spotify.com/track/2BQZvZsA9SRafvWEBSQnri
,,1,167133,FALSE,https://api.spotify.com/v1/tracks/3J5x9LBf3ByAv6WxMBV42t,3J5x9LBf3ByAv6WxMBV42t,FALSE,It's Over,0,NA,21,track,spotify:track:3J5x9LBf3ByAv6WxMBV42t,compilation,,,https://api.spotify.com/v1/albums/5sp5ti4vIVLA6ZMuHei35P,5sp5ti4vIVLA6ZMuHei35P,,The Essential Roy Orbison,2006,year,42,album,spotify:album:5sp5ti4vIVLA6ZMuHei35P,https://open.spotify.com/album/5sp5ti4vIVLA6ZMuHei35P,USSM19805298,https://open.spotify.com/track/3J5x9LBf3ByAv6WxMBV42t
