artists,available_markets,disc_number,duration_ms,explicit,href,id,is_local,name,popularity,preview_url,track_number,type,uri,album.album_type,album.artists,album.available_markets,album.href,album.id,album.images,album.name,album.release_date,album.release_date_precision,album.total_tracks,album.type,album.uri,album.external_urls.spotify,external_ids.isrc,external_urls.spotify
,,1,308800,FALSE,https://api.spotify.com/v1/tracks/1CShgAvkBtZUy8YO1cNIuC,1CShgAvkBtZUy8YO1cNIuC,FALSE,Cryin',36,NA,9,track,spotify:track:1CShgAvkBtZUy8YO1cNIuC,compilation,,,https://api.spotify.com/v1/albums/2XiFOu7QAcAvXBUInuRY0s,2XiFOu7QAcAvXBUInuRY0s,,20th Century Masters: The Millennium Collection: The Best Of Aerosmith,2007-01-01,day,12,album,spotify:album:2XiFOu7QAcAvXBUInuRY0s,https://open.spotify.com/album/2XiFOu7QAcAvXBUInuRY0s,USIR10000430,https://open.spotify.com/track/1CShgAvkBtZUy8YO1cNIuC
,,1,229400,FALSE,https://api.spotify.com/v1/tracks/6cgVkoKJKxBxa0n3WymZoc,6cgVkoKJKxBxa0n3WymZoc,FALSE,I Got A Man,0,NA,11,track,spotify:track:6cgVkoKJKxBxa0n3WymZoc,compilation,,,https://api.spotify.com/v1/albums/4qLjfsxhSllwTN5fx1SIM5,4qLjfsxhSllwTN5fx1SIM5,,Love Hip Hop,2000-05-16,day,12,album,spotify:album:4qLjfsxhSllwTN5fx1SIM5,https://open.spotify.com/album/4qLjfsxhSllwTN5fx1SIM5,USIR19290020,https://open.spotify.com/track/6cgVkoKJKxBxa0n3WymZoc
,,1,206893,TRUE,https://api.spotify.com/v1/tracks/5ygvbAz2gHyDZo0WfhPMqm,5ygvbAz2gHyDZo0WfhPMqm,FALSE,Insane in the Brain,32,https://p.scdn.co/mp3-preview/fbda25224dfdfacde3a59036730adb77cdb640ca?cid=d450383041644584b024ce9752894d1c,4,track,spotify:track:5ygvbAz2gHyDZo0WfhPMqm,compilation,,,https://api.spotify.com/v1/albums/4Ycl1Y0EYfjKjxGN2Ue43d,4Ycl1Y0EYfjKjxGN2Ue43d,,Greatest Hits From The Bong,2005-12-13,day,12,album,spotify:album:4Ycl1Y0EYfjKjxGN2Ue43d,https://open.spotify.com/album/4Ycl1Y0EYfjKjxGN2Ue43d,USSM19303133,https://open.spotify.com/track/5ygvbAz2gHyDZo0WfhPMqm
,,1,333466,FALSE,https://api.spotify.com/v1/tracks/6KU8g98m1tcrUXRNjPQeOI,6KU8g98m1tcrUXRNjPQeOI,FALSE,Deeper and Deeper,51,https://p.scdn.co/mp3-preview/b2ef352a4276e01951024a77e614f7d2656255cc?cid=d450383041644584b024ce9752894d1c,4,track,spotify:track:6KU8g98m1tcrUXRNjPQeOI,album,,,https://api.spotify.com/v1/albums/1a2NoE9makqEWb1uUogxFQ,1a2NoE9makqEWb1uUogxFQ,,Erotica (PA Version),1992-10-20,day,14,album,spotify:album:1a2NoE9makqEWb1uUogxFQ,https://open.spotify.com/album/1a2NoE9makqEWb1uUogxFQ,USWB19200061,https://open.spotify.com/track/6KU8g98m1tcrUXRNjPQeOI
,,1,328986,FALSE,https://api.spotify.com/v1/tracks/3b3PnE1ROIZzILjmCGjVib,3b3PnE1ROIZzILjmCGjVib,FALSE,Rain,55,https://p.scdn.co/mp3-preview/0f0f7d07cf21df603c26b1fc27826f959e341e76?cid=d450383041644584b024ce9752894d1c,10,track,spotify:track:3b3PnE1ROIZzILjmCGjVib,album,,,https://api.spotify.com/v1/albums/1a2NoE9makqEWb1uUogxFQ,1a2NoE9makqEWb1uUogxFQ,,Erotica (PA Version),1992-10-20,day,14,album,spotify:album:1a2NoE9makqEWb1uUogxFQ,https://open.spotify.com/album/1a2NoE9makqEWb1uUogxFQ,USWB19200067,https://open.spotify.com/track/3b3PnE1ROIZzILjmCGjVib
,,1,285373,FALSE,https://api.spotify.com/v1/tracks/6WTwlLmhaq935X1jCq19wT,6WTwlLmhaq935X1jCq19wT,FALSE,The Right Kind of Love,29,https://p.scdn.co/mp3-preview/5673b11024f0e341bd46dba7b4bd4a579a9893b7?cid=d450383041644584b024ce9752894d1c,3,track,spotify:track:6WTwlLmhaq935X1jCq19wT,compilation,,,https://api.spotify.com/v1/albums/17zrIQKituLxyNrpFbxYxp,17zrIQKituLxyNrpFbxYxp,,Beverly Hills 90210-The Soundtrack,1992-03-31,day,12,album,spotify:album:17zrIQKituLxyNrpFbxYxp,https://open.spotify.com/album/17zrIQKituLxyNrpFbxYxp,USGI10000110,https://open.spotify.com/track/6WTwlLmhaq935X1jCq19wT
,,1,239266,FALSE,https://api.spotify.com/v1/tracks/3u5e3ovyvQLoauwUzWezvX,3u5e3ovyvQLoauwUzWezvX,FALSE,Do You Believe In Us,49,NA,4,track,spotify:track:3u5e3ovyvQLoauwUzWezvX,album,,,https://api.spotify.com/v1/albums/1duV6ATgfQWMvjNyfHmxZL,1duV6ATgfQWMvjNyfHmxZL,,Jon Secada,1992-01-01,day,12,album,spotify:album:1duV6ATgfQWMvjNyfHmxZL,https://open.spotify.com/album/1duV6ATgfQWMvjNyfHmxZL,USSB29200018,https://open.spotify.com/track/3u5e3ovyvQLoauwUzWezvX
,,1,275040,FALSE,https://api.spotify.com/v1/tracks/543d68hZ4dzVePFfdVc0Ki,543d68hZ4dzVePFfdVc0Ki,FALSE,Angel,66,NA,3,track,spotify:track:543d68hZ4dzVePFfdVc0Ki,album,,,https://api.spotify.com/v1/albums/1duV6ATgfQWMvjNyfHmxZL,1duV6ATgfQWMvjNyfHmxZL,,Jon Secada,1992-01-01,day,12,album,spotify:album:1duV6ATgfQWMvjNyfHmxZL,https://open.spotify.com/album/1duV6ATgfQWMvjNyfHmxZL,USSB29200104,https://open.spotify.com/track/543d68hZ4dzVePFfdVc0Ki
,,1,297866,FALSE,https://api.spotify.com/v1/tracks/1PYjOMp27slDQczgZRTwmt,1PYjOMp27slDQczgZRTwmt,FALSE,Forever in Love,28,https://p.scdn.co/mp3-preview/1d40bebf072dc7bf4d702c73200fa0ace65989e5?cid=d450383041644584b024ce9752894d1c,11,track,spotify:track:1PYjOMp27slDQczgZRTwmt,compilation,,,https://api.spotify.com/v1/albums/44OgK8aFzCPWO5ikSVoQct,44OgK8aFzCPWO5ikSVoQct,,The Essential Kenny G,2006,year,31,album,spotify:album:44OgK8aFzCPWO5ikSVoQct,https://open.spotify.com/album/44OgK8aFzCPWO5ikSVoQct,USAR19700058,https://open.spotify.com/track/1PYjOMp27slDQczgZRTwmt
,,1,227133,FALSE,https://api.spotify.com/v1/tracks/0IaMMHVbpJ0LrRAeigWOXr,0IaMMHVbpJ0LrRAeigWOXr,FALSE,Again,64,NA,19,track,spotify:track:0IaMMHVbpJ0LrRAeigWOXr,album,,,https://api.spotify.com/v1/albums/7qIuZgsMkRuh7rzi4qVcpg,7qIuZgsMkRuh7rzi4qVcpg,,Janet,1993-05-18,day,28,album,spotify:album:7qIuZgsMkRuh7rzi4qVcpg,https://open.spotify.com/album/7qIuZgsMkRuh7rzi4qVcpg,GBAAA9300179,https://open.spotify.com/track/0IaMMHVbpJ0LrRAeigWOXr
,,1,227133,FALSE,https://api.spotify.com/v1/tracks/0IaMMHVbpJ0LrRAeigWOXr,0IaMMHVbpJ0LrRAeigWOXr,FALSE,Again,64,NA,19,track,spotify:track:0IaMMHVbpJ0LrRAeigWOXr,album,,,https://api.spotify.com/v1/albums/7qIuZgsMkRuh7rzi4qVcpg,7qIuZgsMkRuh7rzi4qVcpg,,Janet,1993-05-18,day,28,album,spotify:album:7qIuZgsMkRuh7rzi4qVcpg,https://open.spotify.com/album/7qIuZgsMkRuh7rzi4qVcpg,GBAAA9300179,https://open.spotify.com/track/0IaMMHVbpJ0LrRAeigWOXr
,,1,226026,FALSE,https://api.spotify.com/v1/tracks/3iypU9F4bnrvKI8gYfj4ov,3iypU9F4bnrvKI8gYfj4ov,FALSE,Boom! Shake the Room,34,https://p.scdn.co/mp3-preview/65ce9eccfceea8156cbb61b2a45c4b5760b9d8ff?cid=d450383041644584b024ce9752894d1c,4,track,spotify:track:3iypU9F4bnrvKI8gYfj4ov,compilation,,,https://api.spotify.com/v1/albums/4PgkV5agAN5EpXJUZXv5fS,4PgkV5agAN5EpXJUZXv5fS,,Platinum & Gold Collection,2003-07-09,day,12,album,spotify:album:4PgkV5agAN5EpXJUZXv5fS,https://open.spotify.com/album/4PgkV5agAN5EpXJUZXv5fS,USJI19300024,https://open.spotify.com/track/3iypU9F4bnrvKI8gYfj4ov
,,1,222186,FALSE,https://api.spotify.com/v1/tracks/61EQfJXizp4MIpLYWyLoQI,61EQfJXizp4MIpLYWyLoQI,FALSE,When She Cries,61,https://p.scdn.co/mp3-preview/dc07cb8863d5945083e88c6aa495896b8423cbfd?cid=d450383041644584b024ce9752894d1c,13,track,spotify:track:61EQfJXizp4MIpLYWyLoQI,compilation,,,https://api.spotify.com/v1/albums/4PC7zY5OzzLCSadCFB9OLv,4PC7zY5OzzLCSadCFB9OLv,,Greatest Hits,1998-05-01,day,16,album,spotify:album:4PC7zY5OzzLCSadCFB9OLv,https://open.spotify.com/album/4PC7zY5OzzLCSadCFB9OLv,USRN19600163,https://open.spotify.com/track/61EQfJXizp4MIpLYWyLoQI
,,1,227067,FALSE,https://api.spotify.com/v1/tracks/1SssFw74DdHVjRa6ADggdD,1SssFw74DdHVjRa6ADggdD,FALSE,Sweat (A La La La La Long),76,https://p.scdn.co/mp3-preview/a3762c96c61c4f0545ba64eb8eb811241be02253?cid=d450383041644584b024ce9752894d1c,2,track,spotify:track:1SssFw74DdHVjRa6ADggdD,album,,,https://api.spotify.com/v1/albums/0zLd8jpRt4m6FWCu81Fb9n,0zLd8jpRt4m6FWCu81Fb9n,,Blazzin' Fire,2010-12-14,day,13,album,spotify:album:0zLd8jpRt4m6FWCu81Fb9n,https://open.spotify.com/album/0zLd8jpRt4m6FWCu81Fb9n,USA2P1004785,https://open.spotify.com/track/1SssFw74DdHVjRa6ADggdD
,,1,260306,TRUE,https://api.spotify.com/v1/tracks/2MuJbBWAVewREJmB8WdGJ3,2MuJbBWAVewREJmB8WdGJ3,FALSE,It Was A Good Day,64,NA,6,track,spotify:track:2MuJbBWAVewREJmB8WdGJ3,compilation,,,https://api.spotify.com/v1/albums/1N4pAgoZjA2oGnh4bTk8oh,1N4pAgoZjA2oGnh4bTk8oh,,The Essentials,2008-01-01,day,18,album,spotify:album:1N4pAgoZjA2oGnh4bTk8oh,https://open.spotify.com/album/1N4pAgoZjA2oGnh4bTk8oh,USPO19250006,https://open.spotify.com/track/2MuJbBWAVewREJmB8WdGJ3
,,1,237333,FALSE,https://api.spotify.com/v1/tracks/32NstbSSIAGsRRjVoRsUfX,32NstbSSIAGsRRjVoRsUfX,FALSE,More and More,0,NA,2,track,spotify:track:32NstbSSIAGsRRjVoRsUfX,compilation,,,https://api.spotify.com/v1/albums/2d7DhXlLNvAUB0gxPdbuKB,2d7DhXlLNvAUB0gxPdbuKB,,Greatest Hits,2010-05-21,day,18,album,spotify:album:2d7DhXlLNvAUB0gxPdbuKB,https://open.spotify.com/album/2d7DhXlLNvAUB0gxPdbuKB,DEMI61000165,https://open.spotify.com/track/32NstbSSIAGsRRjVoRsUfX
,,1,226560,FALSE,https://api.spotify.com/v1/tracks/4lrJYVx7UWomO5kL5AwvLJ,4lrJYVx7UWomO5kL5AwvLJ,FALSE,How Do You Talk To An Angel,0,NA,22,track,spotify:track:4lrJYVx7UWomO5kL5AwvLJ,compilation,,,https://api.spotify.com/v1/albums/6AbPhbIJmobHvCx7yH8YM9,6AbPhbIJmobHvCx7yH8YM9,,Love To Love,2010-01-22,day,40,album,spotify:album:6AbPhbIJmobHvCx7yH8YM9,https://open.spotify.com/album/6AbPhbIJmobHvCx7yH8YM9,USCA29200234,https://open.spotify.com/track/4lrJYVx7UWomO5kL5AwvLJ
,,1,226560,FALSE,https://api.spotify.com/v1/tracks/4lrJYVx7UWomO5kL5AwvLJ,4lrJYVx7UWomO5kL5AwvLJ,FALSE,How Do You Talk To An Angel,0,NA,22,track,spotify:track:4lrJYVx7UWomO5kL5AwvLJ,compilation,,,https://api.spotify.com/v1/albums/6AbPhbIJmobHvCx7yH8YM9,6AbPhbIJmobHvCx7yH8YM9,,Love To Love,2010-01-22,day,40,album,spotify:album:6AbPhbIJmobHvCx7yH8YM9,https://open.spotify.com/album/6AbPhbIJmobHvCx7yH8YM9,USCA29200234,https://open.spotify.com/track/4lrJYVx7UWomO5kL5AwvLJ
,,1,261266,FALSE,https://api.spotify.com/v1/tracks/26q6YTrXt9l8qshIveiTX9,26q6YTrXt9l8qshIveiTX9,FALSE,Rebirth Of Slick (Cool Like Dat),64,NA,6,track,spotify:track:26q6YTrXt9l8qshIveiTX9,album,,,https://api.spotify.com/v1/albums/5snUbps5KleLIP0cVI72lP,5snUbps5KleLIP0cVI72lP,,Reachin' (A New Refutation Of Time And Space),1993-01-01,day,14,album,spotify:album:5snUbps5KleLIP0cVI72lP,https://open.spotify.com/album/5snUbps5KleLIP0cVI72lP,USEM39300099,https://open.spotify.com/track/26q6YTrXt9l8qshIveiTX9
,,1,269455,FALSE,https://api.spotify.com/v1/tracks/0lqNstW27BvhHXn6sqyQhX,0lqNstW27BvhHXn6sqyQhX,FALSE,What Is Love,0,NA,2,track,spotify:track:0lqNstW27BvhHXn6sqyQhX,compilation,,,https://api.spotify.com/v1/albums/3lH40SlojmDYl4muKywyoa,3lH40SlojmDYl4muKywyoa,,Ultimate Club Dance 90s - Vol. 2,2000-01-01,day,10,album,spotify:album:3lH40SlojmDYl4muKywyoa,https://open.spotify.com/album/3lH40SlojmDYl4muKywyoa,USI4R1201360,https://open.spotify.com/track/0lqNstW27BvhHXn6sqyQhX
,,1,269455,FALSE,https://api.spotify.com/v1/tracks/0lqNstW27BvhHXn6sqyQhX,0lqNstW27BvhHXn6sqyQhX,FALSE,What Is Love,0,NA,2,track,spotify:track:0lqNstW27BvhHXn6sqyQhX,compilation,,,https://api.spotify.com/v1/albums/3lH40SlojmDYl4muKywyoa,3lH40SlojmDYl4muKywyoa,,Ultimate Club Dance 90s - Vol. 2,2000-01-01,day,10,album,spotify:album:3lH40SlojmDYl4muKywyoa,https://open.spotify.com/album/3lH40SlojmDYl4muKywyoa,USI4R1201360,https://open.spotify.com/track/0lqNstW27BvhHXn6sqyQhX
,,1,247973,FALSE,https://api.spotify.com/v1/tracks/4ye6YRG07XMpZZ9Y9tNTt6,4ye6YRG07XMpZZ9Y9tNTt6,FALSE,To Love Somebody,65,https://p.scdn.co/mp3-preview/4c49beb55f50ce6701504fdfe6e87b03b7960876?cid=d450383041644584b024ce9752894d1c,2,track,spotify:track:4ye6YRG07XMpZZ9Y9tNTt6,album,,,https://api.spotify.com/v1/albums/7g7nFMPWmFfk70ZvhTs0TT,7g7nFMPWmFfk70ZvhTs0TT,,Timeless (The Classics),1992-08-31,day,10,album,spotify:album:7g7nFMPWmFfk70ZvhTs0TT,https://open.spotify.com/album/7g7nFMPWmFfk70ZvhTs0TT,USSM19200381,https://open.spotify.com/track/4ye6YRG07XMpZZ9Y9tNTt6
,,1,312040,FALSE,https://api.spotify.com/v1/tracks/0BdAjgQqEb12CyH19xBU2N,0BdAjgQqEb12CyH19xBU2N,FALSE,"Give It Up, Turn It Loose",21,https://p.scdn.co/mp3-preview/d4c20d1c34cc07e9bc9e6aad18c4a5dcd106ecf1?cid=d450383041644584b024ce9752894d1c,5,track,spotify:track:0BdAjgQqEb12CyH19xBU2N,compilation,,,https://api.spotify.com/v1/albums/6ABqEktNUuYULXWUubkHKg,6ABqEktNUuYULXWUubkHKg,,The Very Best of En Vogue,2001-08-21,day,16,album,spotify:album:6ABqEktNUuYULXWUubkHKg,https://open.spotify.com/album/6ABqEktNUuYULXWUubkHKg,USEW19900117,https://open.spotify.com/track/0BdAjgQqEb12CyH19xBU2N
,,1,243333,FALSE,https://api.spotify.com/v1/tracks/3uGjLZ5abCyCfYXBVfpf8X,3uGjLZ5abCyCfYXBVfpf8X,FALSE,Alright (feat. Super Cat),39,https://p.scdn.co/mp3-preview/f8724bb98bb2c06448feb2fe79d7c968cafb6ef0?cid=d450383041644584b024ce9752894d1c,6,track,spotify:track:3uGjLZ5abCyCfYXBVfpf8X,album,,,https://api.spotify.com/v1/albums/6So3rjhjVaGXMfhwXY7IzN,6So3rjhjVaGXMfhwXY7IzN,,Da Bomb,1993-08-03,day,12,album,spotify:album:6So3rjhjVaGXMfhwXY7IzN,https://open.spotify.com/album/6So3rjhjVaGXMfhwXY7IzN,USSM19100341,https://open.spotify.com/track/3uGjLZ5abCyCfYXBVfpf8X
,,1,220053,FALSE,https://api.spotify.com/v1/tracks/1VI7sH93UcY0stZYVqvMoH,1VI7sH93UcY0stZYVqvMoH,FALSE,Fields Of Gold,53,NA,6,track,spotify:track:1VI7sH93UcY0stZYVqvMoH,compilation,,,https://api.spotify.com/v1/albums/6djIZD2d3HfAUuqfGF86Vb,6djIZD2d3HfAUuqfGF86Vb,,The Best Of 25 Years,2011-01-01,day,12,album,spotify:album:6djIZD2d3HfAUuqfGF86Vb,https://open.spotify.com/album/6djIZD2d3HfAUuqfGF86Vb,USAM19300066,https://open.spotify.com/track/1VI7sH93UcY0stZYVqvMoH
,,1,265560,FALSE,https://api.spotify.com/v1/tracks/4gTvgAPqPDj2fL5B7EpLC0,4gTvgAPqPDj2fL5B7EpLC0,FALSE,Faithful,0,NA,5,track,spotify:track:4gTvgAPqPDj2fL5B7EpLC0,album,,,https://api.spotify.com/v1/albums/3vvzZAjlXjFhL6IddIBsHA,3vvzZAjlXjFhL6IddIBsHA,,Aces And Kings...The Best Of,1993-10-04,day,17,album,spotify:album:3vvzZAjlXjFhL6IddIBsHA,https://open.spotify.com/album/3vvzZAjlXjFhL6IddIBsHA,GBAYK9200057,https://open.spotify.com/track/4gTvgAPqPDj2fL5B7EpLC0
,,1,248920,FALSE,https://api.spotify.com/v1/tracks/6dCWWQ7qK2EE1lL6ySxFba,6dCWWQ7qK2EE1lL6ySxFba,FALSE,Reason To Believe,0,NA,9,track,spotify:track:6dCWWQ7qK2EE1lL6ySxFba,compilation,,,https://api.spotify.com/v1/albums/7FW3V8ERYMn04fTY8rk8qX,7FW3V8ERYMn04fTY8rk8qX,,The Definitive Collection - 1969-1978,2009-01-01,day,16,album,spotify:album:7FW3V8ERYMn04fTY8rk8qX,https://open.spotify.com/album/7FW3V8ERYMn04fTY8rk8qX,USWWW0135808,https://open.spotify.com/track/6dCWWQ7qK2EE1lL6ySxFba
,,1,380893,FALSE,https://api.spotify.com/v1/tracks/4avSaixVwu8uqfSs7zgoj3,4avSaixVwu8uqfSs7zgoj3,FALSE,Livin' On The Edge,66,NA,5,track,spotify:track:4avSaixVwu8uqfSs7zgoj3,album,,,https://api.spotify.com/v1/albums/1tuM8yBePaekEruGsH2J79,1tuM8yBePaekEruGsH2J79,,Get A Grip,1993-01-01,day,14,album,spotify:album:1tuM8yBePaekEruGsH2J79,https://open.spotify.com/album/1tuM8yBePaekEruGsH2J79,USIR10000445,https://open.spotify.com/track/4avSaixVwu8uqfSs7zgoj3
,,1,236066,FALSE,https://api.spotify.com/v1/tracks/1ZoHRnS5U4m7V5pgvFiK1N,1ZoHRnS5U4m7V5pgvFiK1N,FALSE,Hey Jealousy,60,NA,2,track,spotify:track:1ZoHRnS5U4m7V5pgvFiK1N,compilation,,,https://api.spotify.com/v1/albums/4lTXWu1mQo8m8BKwU8Rp6f,4lTXWu1mQo8m8BKwU8Rp6f,,Outside Looking In: The Best Of The Gin Blossoms,1999-01-01,day,14,album,spotify:album:4lTXWu1mQo8m8BKwU8Rp6f,https://open.spotify.com/album/4lTXWu1mQo8m8BKwU8Rp6f,USAM19201246,https://open.spotify.com/track/1ZoHRnS5U4m7V5pgvFiK1N
,,1,269373,FALSE,https://api.spotify.com/v1/tracks/2MEcbc3bTXn4U2LcVttooC,2MEcbc3bTXn4U2LcVttooC,FALSE,If I Ever Lose My Faith In You,40,NA,14,track,spotify:track:2MEcbc3bTXn4U2LcVttooC,compilation,,,https://api.spotify.com/v1/albums/0psHZUD4dKFmxEfEmGRCLB,0psHZUD4dKFmxEfEmGRCLB,,The Very Best Of Sting And The Police,2002-01-01,day,18,album,spotify:album:0psHZUD4dKFmxEfEmGRCLB,https://open.spotify.com/album/0psHZUD4dKFmxEfEmGRCLB,GBAAM9390001,https://open.spotify.com/track/2MEcbc3bTXn4U2LcVttooC
,,1,289466,FALSE,https://api.spotify.com/v1/tracks/0EnFaSWSkj45lktHxHtcXb,0EnFaSWSkj45lktHxHtcXb,FALSE,One Woman,38,https://p.scdn.co/mp3-preview/2f4641ed68fb9a106ca61bddb0630bed662aaf22?cid=d450383041644584b024ce9752894d1c,7,track,spotify:track:0EnFaSWSkj45lktHxHtcXb,album,,,https://api.spotify.com/v1/albums/2EwwOSHl7oOX1vyjQBx4Zc,2EwwOSHl7oOX1vyjQBx4Zc,,Jade To The Max,1992-11-13,day,11,album,spotify:album:2EwwOSHl7oOX1vyjQBx4Zc,https://open.spotify.com/album/2EwwOSHl7oOX1vyjQBx4Zc,USWB10104211,https://open.spotify.com/track/0EnFaSWSkj45lktHxHtcXb
,,1,266533,FALSE,https://api.spotify.com/v1/tracks/4tmzLB4caxMSZDgWujR7sH,4tmzLB4caxMSZDgWujR7sH,FALSE,Can't Get Enough of Your Love,35,https://p.scdn.co/mp3-preview/3cfc944874f0ec231b2d5ce9146f97d52abcfaf5?cid=d450383041644584b024ce9752894d1c,4,track,spotify:track:4tmzLB4caxMSZDgWujR7sH,compilation,,,https://api.spotify.com/v1/albums/1wSk4NvNUF3BB9jju2S6Qk,1wSk4NvNUF3BB9jju2S6Qk,,Greatest Hits,1995-11-06,day,14,album,spotify:album:1wSk4NvNUF3BB9jju2S6Qk,https://open.spotify.com/album/1wSk4NvNUF3BB9jju2S6Qk,USAR19300010,https://open.spotify.com/track/4tmzLB4caxMSZDgWujR7sH
,,1,191240,FALSE,https://api.spotify.com/v1/tracks/0hrBpAOgrt8RXigk83LLNE,0hrBpAOgrt8RXigk83LLNE,FALSE,The Sign,75,https://p.scdn.co/mp3-preview/c2a529cafc4c7aa2898d6b62dae37d628864d382?cid=d450383041644584b024ce9752894d1c,4,track,spotify:track:0hrBpAOgrt8RXigk83LLNE,album,,,https://api.spotify.com/v1/albums/5UwIyIyFzkM7wKeGtRJPgB,5UwIyIyFzkM7wKeGtRJPgB,,The Sign,1993-12-24,day,13,album,spotify:album:5UwIyIyFzkM7wKeGtRJPgB,https://open.spotify.com/album/5UwIyIyFzkM7wKeGtRJPgB,SEVJH0803404,https://open.spotify.com/track/0hrBpAOgrt8RXigk83LLNE
,,1,259853,FALSE,https://api.spotify.com/v1/tracks/4WUnM4KNZ0kjp0CUeoyOnS,4WUnM4KNZ0kjp0CUeoyOnS,FALSE,I Swear,73,https://p.scdn.co/mp3-preview/be5d4cfb2f1d52b854ce9fa10896fd15f0a84c24?cid=d450383041644584b024ce9752894d1c,4,track,spotify:track:4WUnM4KNZ0kjp0CUeoyOnS,album,,,https://api.spotify.com/v1/albums/4L5ZA0GukWNWjsk9b7HHDy,4L5ZA0GukWNWjsk9b7HHDy,,All-4-One,1994-01-01,day,11,album,spotify:album:4L5ZA0GukWNWjsk9b7HHDy,https://open.spotify.com/album/4L5ZA0GukWNWjsk9b7HHDy,USAT29400058,https://open.spotify.com/track/4WUnM4KNZ0kjp0CUeoyOnS
,,1,236773,FALSE,https://api.spotify.com/v1/tracks/61sQYdFNS6sEBYCyr1q5gn,61sQYdFNS6sEBYCyr1q5gn,FALSE,I'll Make Love To You,67,NA,9,track,spotify:track:61sQYdFNS6sEBYCyr1q5gn,album,,,https://api.spotify.com/v1/albums/1IWhZEOwEoXbOB4a40XaR3,1IWhZEOwEoXbOB4a40XaR3,,II,1994-01-01,day,13,album,spotify:album:1IWhZEOwEoXbOB4a40XaR3,https://open.spotify.com/album/1IWhZEOwEoXbOB4a40XaR3,USMO19400340,https://open.spotify.com/track/61sQYdFNS6sEBYCyr1q5gn
,,1,236773,FALSE,https://api.spotify.com/v1/tracks/61sQYdFNS6sEBYCyr1q5gn,61sQYdFNS6sEBYCyr1q5gn,FALSE,I'll Make Love To You,67,NA,9,track,spotify:track:61sQYdFNS6sEBYCyr1q5gn,album,,,https://api.spotify.com/v1/albums/1IWhZEOwEoXbOB4a40XaR3,1IWhZEOwEoXbOB4a40XaR3,,II,1994-01-01,day,13,album,spotify:album:1IWhZEOwEoXbOB4a40XaR3,https://open.spotify.com/album/1IWhZEOwEoXbOB4a40XaR3,USMO19400340,https://open.spotify.com/track/61sQYdFNS6sEBYCyr1q5gn
,,1,257733,FALSE,https://api.spotify.com/v1/tracks/4FCb4CUbFCMNRkI6lYc1zI,4FCb4CUbFCMNRkI6lYc1zI,FALSE,Hero,74,https://p.scdn.co/mp3-preview/a7714c1600417bcfcf927a518ff0e1a13e09c2a6?cid=d450383041644584b024ce9752894d1c,2,track,spotify:track:4FCb4CUbFCMNRkI6lYc1zI,album,,,https://api.spotify.com/v1/albums/2NKxb7pk04CuZab5udkGUl,2NKxb7pk04CuZab5udkGUl,,Music Box,1993-08-31,day,10,album,spotify:album:2NKxb7pk04CuZab5udkGUl,https://open.spotify.com/album/2NKxb7pk04CuZab5udkGUl,USSM19303171,https://open.spotify.com/track/4FCb4CUbFCMNRkI6lYc1zI
,,1,269173,FALSE,https://api.spotify.com/v1/tracks/1xFliXOpcu7E89AsDAZ7JV,1xFliXOpcu7E89AsDAZ7JV,FALSE,Breathe Again,64,https://p.scdn.co/mp3-preview/838e5c6fae3c4d85d23c49254087474fc73c4789?cid=d450383041644584b024ce9752894d1c,2,track,spotify:track:1xFliXOpcu7E89AsDAZ7JV,album,,,https://api.spotify.com/v1/albums/73ojqvZakvdkBxSg9pyPqz,73ojqvZakvdkBxSg9pyPqz,,Toni Braxton,1993-07-13,day,12,album,spotify:album:73ojqvZakvdkBxSg9pyPqz,https://open.spotify.com/album/73ojqvZakvdkBxSg9pyPqz,USLF29300109,https://open.spotify.com/track/1xFliXOpcu7E89AsDAZ7JV
,,1,211213,FALSE,https://api.spotify.com/v1/tracks/4C4T0u9N2NretcDEP1Zpvy,4C4T0u9N2NretcDEP1Zpvy,FALSE,All That She Wants,0,NA,1,track,spotify:track:4C4T0u9N2NretcDEP1Zpvy,album,,,https://api.spotify.com/v1/albums/37UgOnkBN4ZfY1nBoSCL9L,37UgOnkBN4ZfY1nBoSCL9L,,Happy Nation (U.S. Version),1994-01-01,day,16,album,spotify:album:37UgOnkBN4ZfY1nBoSCL9L,https://open.spotify.com/album/37UgOnkBN4ZfY1nBoSCL9L,SEVJH0803401,https://open.spotify.com/track/4C4T0u9N2NretcDEP1Zpvy
,,1,211213,FALSE,https://api.spotify.com/v1/tracks/4C4T0u9N2NretcDEP1Zpvy,4C4T0u9N2NretcDEP1Zpvy,FALSE,All That She Wants,0,NA,1,track,spotify:track:4C4T0u9N2NretcDEP1Zpvy,album,,,https://api.spotify.com/v1/albums/37UgOnkBN4ZfY1nBoSCL9L,37UgOnkBN4ZfY1nBoSCL9L,,Happy Nation (U.S. Version),1994-01-01,day,16,album,spotify:album:37UgOnkBN4ZfY1nBoSCL9L,https://open.spotify.com/album/37UgOnkBN4ZfY1nBoSCL9L,SEVJH0803401,https://open.spotify.com/track/4C4T0u9N2NretcDEP1Zpvy
